epoch,train_loss,train_acc,test_loss,test_acc
1,0.9298986666196037,0.714195464256043,0.4829687056046995,0.8425568181818182
2,0.24706440072869365,0.9191718261660798,0.2222125959387631,0.9267045454545455
3,0.17482970177862892,0.9417998575780353,0.21072622383669526,0.9329545454545455
4,0.10932485699811247,0.9629554535743956,0.3340723953784486,0.8956376262626263
5,0.08269687702208148,0.9724607597816196,0.09703077697539729,0.9676830808080809
6,0.0709109257779985,0.9759582575068244,0.27262236411294244,0.9248863636363637
7,0.05613254868570339,0.9812045040946314,0.13639470754440977,0.9585227272727272
8,0.04795616195362156,0.9840653064050323,0.06728444755376668,0.9798295454545455
9,0.04517294545761743,0.984875702219409,0.06813575931562438,0.9773295454545454
10,0.039150687501386776,0.9862121444396091,0.05729411271766863,0.9819886363636363
11,0.03892102612260779,0.9867777525022748,0.7292023514071628,0.8368308080808081
12,0.032692704235406524,0.9891125084068522,0.4964573198045998,0.8813636363636363
13,0.030503430161881492,0.9896527722831032,0.0803142671489586,0.9749242424242425
14,0.022592478890020806,0.9923256567235036,0.09104747233142585,0.97125
15,0.023477902844392457,0.9921377388535032,0.06691801155978593,0.9798295454545455
16,0.024613505939934915,0.9917569579063972,0.07217362690872792,0.9775126262626262
17,0.020183024552282092,0.993150270008308,0.09423161862316347,0.9791477272727273
18,0.0236754791927653,0.9921519563239308,0.06987099569569678,0.9771022727272727
19,0.018692553076613758,0.9939575750682439,0.04028481283732555,0.987840909090909
20,0.01804309763079648,0.9939606658226847,0.04254015485562253,0.9865340909090909
21,0.0178666902077428,0.9934883985441311,0.042199835278266255,0.9872285353535354
22,0.013681040672983579,0.9957916287534122,0.10447948021014575,0.9685795454545455
23,0.016560786716909505,0.99428457688808,0.0880109165117327,0.9751136363636363
24,0.01323029655021267,0.9954108478063062,0.043375795413681195,0.9872159090909091
25,0.013830996450424184,0.9954504094631483,0.04142280454867417,0.9886931818181818
26,0.012503045851392034,0.9955530225105828,0.0785701422025042,0.9790909090909091
27,0.01383816733497283,0.9952797998180164,0.026855095767916504,0.9913636363636363
28,0.010371485983545281,0.9965593721565059,0.034563082024673016,0.9917613636363637
29,0.013221964692289985,0.9957378496261424,0.13304834132938084,0.9634659090909091
30,0.011676924874985502,0.996303457688808,0.05610415790521782,0.9839772727272728
31,0.011379902163819077,0.9962039353958144,0.058751034961661446,0.9815340909090909
32,0.010516870157731844,0.9966020245677889,0.035572956190205035,0.9897159090909091
33,0.011350635684266308,0.9963603275705186,0.04611767576199306,0.9868181818181818
34,0.008149417546039142,0.9973271155595996,0.044523756890648476,0.9885795454545454
35,0.010114194979885872,0.9966162420382165,0.04027990697893968,0.9888068181818181
36,0.008899264573137208,0.9971880316097639,0.021578916326780533,0.9932386363636364
37,0.010086774028362125,0.9968579390354868,0.09023254998346392,0.9746022727272727
38,0.006050874392398538,0.997981119199272,0.07601584323325022,0.9782954545454545
39,0.006985888520253673,0.9975972474977252,0.02545846593203632,0.9926830808080809
40,0.009254945067566883,0.9969432438580528,0.5383743451757527,0.8997727272727273
41,0.0077915576979904625,0.9975688125568699,0.16132307703152984,0.9619886363636364
42,0.007964914702551801,0.9973413330300273,0.03728706927366549,0.9903409090909091
43,0.007867592796470263,0.9975354324089093,0.03441037480624676,0.9898295454545455
44,0.00874534870906003,0.997312898089172,0.04708567672704486,0.9870454545454546
45,0.006859199527541078,0.9977962920837125,0.01963176840583892,0.9943181818181818
46,0.005797829621073382,0.9982370336669699,0.021471460245121966,0.9935227272727273
47,0.00797741018458302,0.997398202911738,0.04233658789046532,0.9868181818181818
48,0.0063283652350502395,0.9977820746132848,0.0486054286032042,0.9864204545454546
49,0.006135292315259393,0.9979242493175614,0.01774054292294977,0.995
50,0.008184965011354113,0.9974297286070342,0.08214903352849867,0.9784659090909091
