epoch,train_loss,train_acc,test_loss,test_acc
1,0.8533208157470598,0.7402907039996834,0.4441883735070852,0.8529545454545454
2,0.22142347625649117,0.9269710359219844,0.4314585906180384,0.8619949494949495
3,0.14441198886145887,0.9513762511373977,0.33450809953056954,0.8979924242424242
4,0.10581648576618244,0.9647437640938403,0.21413102994443906,0.9293876262626263
5,0.0845353720337661,0.9706582317917475,0.09686354965654159,0.9682512626262626
6,0.1436563207944143,0.9522731095762997,0.2836589986674682,0.9073863636363636
7,0.09980253719660705,0.9665737369139736,0.3633100212030893,0.8946590909090909
8,0.08632695316909852,0.9699534691575469,0.1324014083699223,0.9555113636363637
9,0.06938374220201993,0.9761637658071284,0.05676652326988667,0.9807954545454546
10,0.06133990634658414,0.9796913033583345,0.08401455667811619,0.9717613636363637
11,0.0555739183515958,0.980877456412895,0.08392179117283252,0.9734659090909091
12,0.04835918120443405,0.9837451267538739,0.0881255537258928,0.9706818181818182
13,0.03966521394351703,0.9861205250242426,0.08023729793906258,0.9733522727272728
14,0.036245919155881795,0.9877847262076745,0.046350323721771926,0.9847159090909091
15,0.032663686843852104,0.9886808345372148,0.041013369197717614,0.9864204545454546
16,0.03121461627317445,0.9896734182976786,0.035053934946654305,0.9890340909090909
17,0.028556488896493752,0.9905781846787121,0.047067329372672564,0.9836931818181818
18,0.024860918112991823,0.9914087391898043,0.05440039068395237,0.9839204545454545
19,0.02190272969107525,0.9927031178880291,0.041060221446412616,0.9874431818181818
20,0.02322848024792888,0.9927173418297679,0.05626403409571933,0.9822727272727273
21,0.02087511826967955,0.992816909421939,0.05135950475281721,0.9830681818181818
22,0.020180683473194815,0.9931725079654073,0.037451898860521866,0.9880681818181818
23,0.019437564647018974,0.9931811660169005,0.06760649426775661,0.9810795454545455
24,0.016312206818307685,0.9947315756664227,0.06212248828346754,0.9822159090909091
25,0.01730833382622971,0.9941681838871188,0.0706584584464946,0.9788636363636364
26,0.01591613057148261,0.9949362767410105,0.04151158433724362,0.9885227272727273
27,0.015022437805664847,0.9945380063723259,0.05999085013560498,0.9827840909090909
28,0.014690643972285478,0.9951354119253527,0.04279443787097541,0.9865909090909091
29,0.013412019010801772,0.9953487710514338,0.028032375347200718,0.991534090909091
30,0.013941805118321986,0.9950729502681522,0.027435549989390608,0.9922727272727273
31,0.014682678310754933,0.9952776513427402,0.024859126513662354,0.9925
32,0.010869279030701796,0.9963444469731452,0.053718230959349626,0.98625
33,0.013609671976210892,0.9954767865270824,0.04513783650963006,0.9880113636363637
34,0.010431561780959487,0.9964866863905325,0.02433878027086138,0.9923863636363637
35,0.011188796015512132,0.9961168639053254,0.01962010758773801,0.9939204545454545
36,0.00978828983920276,0.9971125398270368,0.03165960147783516,0.9907954545454546
37,0.01013073198066665,0.9968849567592171,0.021510058732643673,0.9935227272727273
38,0.009092318637282092,0.996998748293127,0.025875152516330394,0.9916477272727273
39,0.010797186274137597,0.9960599681383705,0.027974652776038337,0.990625
40,0.008396241027115467,0.9972263313609467,0.02887349816639921,0.9918181818181818
41,0.00944861871224345,0.9970414201183432,0.035964783779840276,0.9891477272727273
42,0.0090549479610591,0.9971267637687756,0.023720014684874263,0.993125
43,0.00765019750131529,0.9974254665452891,0.04217327715451662,0.99
44,0.00857118706184002,0.997055644060082,0.03493734789698447,0.9903409090909091
45,0.009058289750930773,0.9970500781698364,0.03350998862030168,0.9907954545454546
46,0.0074465930793718915,0.9977668411470186,0.021375846091886586,0.9935795454545454
47,0.0070968985973043665,0.9976814974965863,0.08109922800571406,0.9798863636363636
48,0.007498184613121989,0.9974483485385209,0.020245622549344578,0.9935795454545454
49,0.00717630551973213,0.9975819299044151,0.037268620774856834,0.9895454545454545
50,0.008049829375770853,0.9972832271279017,0.018168234427372705,0.9946590909090909
